captured_at_utc,event_title,event_url,market_id,market_slug,outcome_label,unit,lower_bound,upper_bound,initial_yes_midpoint,initial_yes_bid,initial_yes_ask,yes_midpoint,yes_bid,yes_ask,spread
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 17?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-17-2026,1988525,highest-temperature-in-hong-kong-on-april-17-2026-30c,Will the highest temperature in Hong Kong be 30°C on April 17?,C,,,0.0015,0.0,0.003,0.0015,0.0,0.003,0.003
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 17?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-17-2026,1988526,highest-temperature-in-hong-kong-on-april-17-2026-31corhigher,Will the highest temperature in Hong Kong be 31°C or higher on April 17?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996488,highest-temperature-in-hong-kong-on-april-18-2026-21corbelow,Will the highest temperature in Hong Kong be 21°C or below on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996489,highest-temperature-in-hong-kong-on-april-18-2026-22c,Will the highest temperature in Hong Kong be 22°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996490,highest-temperature-in-hong-kong-on-april-18-2026-23c,Will the highest temperature in Hong Kong be 23°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996491,highest-temperature-in-hong-kong-on-april-18-2026-24c,Will the highest temperature in Hong Kong be 24°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996492,highest-temperature-in-hong-kong-on-april-18-2026-25c,Will the highest temperature in Hong Kong be 25°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996493,highest-temperature-in-hong-kong-on-april-18-2026-26c,Will the highest temperature in Hong Kong be 26°C on April 18?,C,,,0.001,0.0,0.002,0.001,0.0,0.002,0.002
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996494,highest-temperature-in-hong-kong-on-april-18-2026-27c,Will the highest temperature in Hong Kong be 27°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996495,highest-temperature-in-hong-kong-on-april-18-2026-28c,Will the highest temperature in Hong Kong be 28°C on April 18?,C,,,0.9985,0.998,0.999,0.9985,0.998,0.999,0.0010000000000000009
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996496,highest-temperature-in-hong-kong-on-april-18-2026-29c,Will the highest temperature in Hong Kong be 29°C on April 18?,C,,,0.0015,0.001,0.002,0.0015,0.001,0.002,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996497,highest-temperature-in-hong-kong-on-april-18-2026-30c,Will the highest temperature in Hong Kong be 30°C on April 18?,C,,,0.001,0.0,0.002,0.001,0.0,0.002,0.002
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 18?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-18-2026,1996498,highest-temperature-in-hong-kong-on-april-18-2026-31corhigher,Will the highest temperature in Hong Kong be 31°C or higher on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003832,highest-temperature-in-hong-kong-on-april-19-2026-21corbelow,Will the highest temperature in Hong Kong be 21°C or below on April 19?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003833,highest-temperature-in-hong-kong-on-april-19-2026-22c,Will the highest temperature in Hong Kong be 22°C on April 19?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003834,highest-temperature-in-hong-kong-on-april-19-2026-23c,Will the highest temperature in Hong Kong be 23°C on April 19?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003835,highest-temperature-in-hong-kong-on-april-19-2026-24c,Will the highest temperature in Hong Kong be 24°C on April 19?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003836,highest-temperature-in-hong-kong-on-april-19-2026-25c,Will the highest temperature in Hong Kong be 25°C on April 19?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003837,highest-temperature-in-hong-kong-on-april-19-2026-26c,Will the highest temperature in Hong Kong be 26°C on April 19?,C,,,0.007,0.004,0.01,0.006,0.004,0.008,0.004
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003838,highest-temperature-in-hong-kong-on-april-19-2026-27c,Will the highest temperature in Hong Kong be 27°C on April 19?,C,,,0.0435,0.03,0.057,0.0245,0.02,0.029,0.009000000000000001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003839,highest-temperature-in-hong-kong-on-april-19-2026-28c,Will the highest temperature in Hong Kong be 28°C on April 19?,C,,,0.33,0.31,0.35,0.335,0.32,0.35,0.02999999999999997
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003840,highest-temperature-in-hong-kong-on-april-19-2026-29c,Will the highest temperature in Hong Kong be 29°C on April 19?,C,,,0.42,0.41,0.43,0.43,0.42,0.44,0.020000000000000018
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003841,highest-temperature-in-hong-kong-on-april-19-2026-30c,Will the highest temperature in Hong Kong be 30°C on April 19?,C,,,0.17,0.16,0.18,0.165,0.14,0.2,0.06
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 19?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-19-2026,2003842,highest-temperature-in-hong-kong-on-april-19-2026-31corhigher,Will the highest temperature in Hong Kong be 31°C or higher on April 19?,C,,,0.035,0.033,0.037,0.034,0.032,0.036,0.003999999999999997
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011244,highest-temperature-in-hong-kong-on-april-20-2026-21corbelow,Will the highest temperature in Hong Kong be 21°C or below on April 20?,C,,,0.003,0.002,0.004,0.003,0.002,0.004,0.002
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011245,highest-temperature-in-hong-kong-on-april-20-2026-22c,Will the highest temperature in Hong Kong be 22°C on April 20?,C,,,0.0015,0.001,0.002,0.0015,0.001,0.002,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011246,highest-temperature-in-hong-kong-on-april-20-2026-23c,Will the highest temperature in Hong Kong be 23°C on April 20?,C,,,0.0015,0.001,0.002,0.0015,0.001,0.002,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011247,highest-temperature-in-hong-kong-on-april-20-2026-24c,Will the highest temperature in Hong Kong be 24°C on April 20?,C,,,0.004,0.003,0.005,0.004,0.002,0.006,0.004
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011248,highest-temperature-in-hong-kong-on-april-20-2026-25c,Will the highest temperature in Hong Kong be 25°C on April 20?,C,,,0.009,0.006,0.012,0.008,0.005,0.011,0.005999999999999999
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011249,highest-temperature-in-hong-kong-on-april-20-2026-26c,Will the highest temperature in Hong Kong be 26°C on April 20?,C,,,0.045,0.04,0.05,0.04,0.03,0.05,0.020000000000000004
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011250,highest-temperature-in-hong-kong-on-april-20-2026-27c,Will the highest temperature in Hong Kong be 27°C on April 20?,C,,,0.285,0.26,0.31,0.23,0.21,0.25,0.04000000000000001
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011251,highest-temperature-in-hong-kong-on-april-20-2026-28c,Will the highest temperature in Hong Kong be 28°C on April 20?,C,,,0.365,0.34,0.39,0.355,0.34,0.37,0.02999999999999997
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011252,highest-temperature-in-hong-kong-on-april-20-2026-29c,Will the highest temperature in Hong Kong be 29°C on April 20?,C,,,0.2,0.17,0.23,0.31,0.3,0.32,0.020000000000000018
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011253,highest-temperature-in-hong-kong-on-april-20-2026-30c,Will the highest temperature in Hong Kong be 30°C on April 20?,C,,,0.07,0.05,0.09,0.035,0.03,0.04,0.010000000000000002
2026-04-18T22:18:22+00:00,Highest temperature in Hong Kong on April 20?,https://polymarket.com/event/highest-temperature-in-hong-kong-on-april-20-2026,2011254,highest-temperature-in-hong-kong-on-april-20-2026-31corhigher,Will the highest temperature in Hong Kong be 31°C or higher on April 20?,C,,,0.062,0.06,0.064,0.042,0.04,0.045,0.0049999999999999975
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003986,highest-temperature-in-houston-on-april-19-2026-65forbelow,Will the highest temperature in Houston be 65°F or below on April 19?,F,,,0.0165,0.013,0.02,0.0175,0.015,0.02,0.005000000000000001
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003996,highest-temperature-in-houston-on-april-19-2026-84forhigher,Will the highest temperature in Houston be 84°F or higher on April 19?,F,,,0.004,0.002,0.006,0.005,0.003,0.007,0.004
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003987,highest-temperature-in-houston-on-april-19-2026-66-67f,Will the highest temperature in Houston be between 66-67°F on April 19?,F,,,0.0085,0.007,0.01,0.0095,0.007,0.012,0.005
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003988,highest-temperature-in-houston-on-april-19-2026-68-69f,Will the highest temperature in Houston be between 68-69°F on April 19?,F,,,0.032,0.027,0.037,0.027,0.024,0.03,0.005999999999999998
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003989,highest-temperature-in-houston-on-april-19-2026-70-71f,Will the highest temperature in Houston be between 70-71°F on April 19?,F,,,0.21,0.2,0.22,0.155,0.14,0.17,0.03
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003990,highest-temperature-in-houston-on-april-19-2026-72-73f,Will the highest temperature in Houston be between 72-73°F on April 19?,F,,,0.465,0.46,0.47,0.49,0.45,0.51,0.06
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003991,highest-temperature-in-houston-on-april-19-2026-74-75f,Will the highest temperature in Houston be between 74-75°F on April 19?,F,,,0.1155,0.112,0.119,0.103,0.075,0.13,0.05500000000000001
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003992,highest-temperature-in-houston-on-april-19-2026-76-77f,Will the highest temperature in Houston be between 76-77°F on April 19?,F,,,0.034,0.028,0.04,0.0375,0.035,0.04,0.0049999999999999975
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003993,highest-temperature-in-houston-on-april-19-2026-78-79f,Will the highest temperature in Houston be between 78-79°F on April 19?,F,,,0.0145,0.01,0.019,0.01,0.006,0.014,0.008
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003994,highest-temperature-in-houston-on-april-19-2026-80-81f,Will the highest temperature in Houston be between 80-81°F on April 19?,F,,,0.0105,0.005,0.016,0.01,0.005,0.015,0.009999999999999998
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 19?,https://polymarket.com/event/highest-temperature-in-houston-on-april-19-2026,2003995,highest-temperature-in-houston-on-april-19-2026-82-83f,Will the highest temperature in Houston be between 82-83°F on April 19?,F,,,0.0065,0.005,0.008,0.007,0.004,0.01,0.006
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011398,highest-temperature-in-houston-on-april-20-2026-65forbelow,Will the highest temperature in Houston be 65°F or below on April 20?,F,,,0.0085,0.008,0.01,0.008,0.007,0.009,0.001999999999999999
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011408,highest-temperature-in-houston-on-april-20-2026-84forhigher,Will the highest temperature in Houston be 84°F or higher on April 20?,F,,,0.003,0.002,0.004,0.003,0.002,0.004,0.002
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011399,highest-temperature-in-houston-on-april-20-2026-66-67f,Will the highest temperature in Houston be between 66-67°F on April 20?,F,,,0.0275,0.025,0.03,0.026,0.025,0.027,0.0019999999999999983
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011400,highest-temperature-in-houston-on-april-20-2026-68-69f,Will the highest temperature in Houston be between 68-69°F on April 20?,F,,,0.08,0.07,0.09,0.085,0.08,0.09,0.009999999999999995
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011401,highest-temperature-in-houston-on-april-20-2026-70-71f,Will the highest temperature in Houston be between 70-71°F on April 20?,F,,,0.345,0.3,0.39,0.32,0.3,0.34,0.040000000000000036
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011402,highest-temperature-in-houston-on-april-20-2026-72-73f,Will the highest temperature in Houston be between 72-73°F on April 20?,F,,,0.355,0.35,0.36,0.385,0.38,0.39,0.010000000000000009
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011403,highest-temperature-in-houston-on-april-20-2026-74-75f,Will the highest temperature in Houston be between 74-75°F on April 20?,F,,,0.115,0.11,0.12,0.145,0.14,0.15,0.009999999999999981
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011404,highest-temperature-in-houston-on-april-20-2026-76-77f,Will the highest temperature in Houston be between 76-77°F on April 20?,F,,,0.0185,0.018,0.019,0.0175,0.016,0.019,0.002999999999999999
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011405,highest-temperature-in-houston-on-april-20-2026-78-79f,Will the highest temperature in Houston be between 78-79°F on April 20?,F,,,0.0135,0.008,0.019,0.0115,0.007,0.016,0.009000000000000001
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011406,highest-temperature-in-houston-on-april-20-2026-80-81f,Will the highest temperature in Houston be between 80-81°F on April 20?,F,,,0.0065,0.005,0.008,0.0065,0.005,0.008,0.003
2026-04-18T22:18:22+00:00,Highest temperature in Houston on April 20?,https://polymarket.com/event/highest-temperature-in-houston-on-april-20-2026,2011407,highest-temperature-in-houston-on-april-20-2026-82-83f,Will the highest temperature in Houston be between 82-83°F on April 20?,F,,,0.004,0.003,0.009,0.0045,0.002,0.006,0.004
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996687,highest-temperature-in-istanbul-on-april-18-2026-10c,Will the highest temperature in Istanbul be 10°C on April 18?,C,,,,,,,,,
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996688,highest-temperature-in-istanbul-on-april-18-2026-11c,Will the highest temperature in Istanbul be 11°C on April 18?,C,,,,,,,,,
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996689,highest-temperature-in-istanbul-on-april-18-2026-12c,Will the highest temperature in Istanbul be 12°C on April 18?,C,,,,,,,,,
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996690,highest-temperature-in-istanbul-on-april-18-2026-13c,Will the highest temperature in Istanbul be 13°C on April 18?,C,,,,,,,,,
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996691,highest-temperature-in-istanbul-on-april-18-2026-14c,Will the highest temperature in Istanbul be 14°C on April 18?,C,,,0.9995,0.999,1.0,0.9995,0.999,1.0,0.0010000000000000009
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996692,highest-temperature-in-istanbul-on-april-18-2026-15c,Will the highest temperature in Istanbul be 15°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996693,highest-temperature-in-istanbul-on-april-18-2026-16c,Will the highest temperature in Istanbul be 16°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996694,highest-temperature-in-istanbul-on-april-18-2026-17c,Will the highest temperature in Istanbul be 17°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996695,highest-temperature-in-istanbul-on-april-18-2026-18c,Will the highest temperature in Istanbul be 18°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996696,highest-temperature-in-istanbul-on-april-18-2026-19corhigher,Will the highest temperature in Istanbul be 19°C or higher on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 18?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-18-2026,1996686,highest-temperature-in-istanbul-on-april-18-2026-9corbelow,Will the highest temperature in Istanbul be 9°C or below on April 18?,C,,,,,,,,,
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004031,highest-temperature-in-istanbul-on-april-19-2026-10c,Will the highest temperature in Istanbul be 10°C on April 19?,C,,,0.0025,0.002,0.003,0.0015,0.001,0.002,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004032,highest-temperature-in-istanbul-on-april-19-2026-11c,Will the highest temperature in Istanbul be 11°C on April 19?,C,,,0.006,0.003,0.009,0.006,0.003,0.009,0.005999999999999999
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004033,highest-temperature-in-istanbul-on-april-19-2026-12c,Will the highest temperature in Istanbul be 12°C on April 19?,C,,,0.012,0.007,0.017,0.0115,0.007,0.016,0.009000000000000001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004034,highest-temperature-in-istanbul-on-april-19-2026-13c,Will the highest temperature in Istanbul be 13°C on April 19?,C,,,0.12,0.11,0.13,0.115,0.1,0.13,0.03
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004035,highest-temperature-in-istanbul-on-april-19-2026-14c,Will the highest temperature in Istanbul be 14°C on April 19?,C,,,0.365,0.35,0.38,0.365,0.35,0.38,0.030000000000000027
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004036,highest-temperature-in-istanbul-on-april-19-2026-15c,Will the highest temperature in Istanbul be 15°C on April 19?,C,,,0.335,0.33,0.34,0.32,0.3,0.36,0.06
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004037,highest-temperature-in-istanbul-on-april-19-2026-16c,Will the highest temperature in Istanbul be 16°C on April 19?,C,,,0.165,0.16,0.17,0.16,0.15,0.17,0.020000000000000018
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004038,highest-temperature-in-istanbul-on-april-19-2026-17c,Will the highest temperature in Istanbul be 17°C on April 19?,C,,,0.048,0.046,0.05,0.065,0.06,0.07,0.010000000000000009
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004039,highest-temperature-in-istanbul-on-april-19-2026-18c,Will the highest temperature in Istanbul be 18°C on April 19?,C,,,0.0105,0.01,0.011,0.0105,0.01,0.011,0.0009999999999999992
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004040,highest-temperature-in-istanbul-on-april-19-2026-19corhigher,Will the highest temperature in Istanbul be 19°C or higher on April 19?,C,,,0.0035,0.003,0.004,0.0025,0.002,0.003,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 19?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-19-2026,2004030,highest-temperature-in-istanbul-on-april-19-2026-9corbelow,Will the highest temperature in Istanbul be 9°C or below on April 19?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 20?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,2011443,highest-temperature-in-istanbul-on-april-20-2026-10c,Will the highest temperature in Istanbul be 10°C on April 20?,C,,,0.0015,0.001,0.008,0.004,0.002,0.006,0.004
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 20?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,2011444,highest-temperature-in-istanbul-on-april-20-2026-11c,Will the highest temperature in Istanbul be 11°C on April 20?,C,,,0.0065,0.003,0.01,0.007,0.004,0.01,0.006
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 20?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,2011445,highest-temperature-in-istanbul-on-april-20-2026-12c,Will the highest temperature in Istanbul be 12°C on April 20?,C,,,0.0055,0.002,0.009,0.0065,0.004,0.009,0.004999999999999999
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 20?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,2011446,highest-temperature-in-istanbul-on-april-20-2026-13c,Will the highest temperature in Istanbul be 13°C on April 20?,C,,,0.003,0.002,0.006,0.0035,0.003,0.004,0.001
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 20?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,2011447,highest-temperature-in-istanbul-on-april-20-2026-14c,Will the highest temperature in Istanbul be 14°C on April 20?,C,,,0.0045,0.002,0.007,0.0195,0.019,0.02,0.0010000000000000009
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 20?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,2011448,highest-temperature-in-istanbul-on-april-20-2026-15c,Will the highest temperature in Istanbul be 15°C on April 20?,C,,,0.0155,0.011,0.02,0.0355,0.023,0.049,0.026000000000000002
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 20?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,2011449,highest-temperature-in-istanbul-on-april-20-2026-16c,Will the highest temperature in Istanbul be 16°C on April 20?,C,,,0.08,0.06,0.1,0.08,0.07,0.09,0.01999999999999999
2026-04-18T22:18:22+00:00,Highest temperature in Istanbul on April 20?,https://polymarket.com/event/highest-temperature-in-istanbul-on-april-20-2026,2011450,highest-temperature-in-istanbul-on-april-20-2026-17c,Will the highest temperature in Istanbul be 17°C on April 20?,C,,,0.305,0.29,0.32,0.3,0.28,0.32,0.03999999999999998
