captured_at_utc,event_title,event_url,market_id,market_slug,outcome_label,unit,lower_bound,upper_bound,initial_yes_midpoint,initial_yes_bid,initial_yes_ask,yes_midpoint,yes_bid,yes_ask,spread
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996719,highest-temperature-in-amsterdam-on-april-18-2026-10corbelow,Will the highest temperature in Amsterdam be 10°C or below on April 18?,C,,,,,,,,,
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996720,highest-temperature-in-amsterdam-on-april-18-2026-11c,Will the highest temperature in Amsterdam be 11°C on April 18?,C,,,,,,,,,
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996721,highest-temperature-in-amsterdam-on-april-18-2026-12c,Will the highest temperature in Amsterdam be 12°C on April 18?,C,,,,,,,,,
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996722,highest-temperature-in-amsterdam-on-april-18-2026-13c,Will the highest temperature in Amsterdam be 13°C on April 18?,C,,,,,,,,,
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996723,highest-temperature-in-amsterdam-on-april-18-2026-14c,Will the highest temperature in Amsterdam be 14°C on April 18?,C,,,0.9985,0.998,0.999,0.9985,0.998,0.999,0.0010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996724,highest-temperature-in-amsterdam-on-april-18-2026-15c,Will the highest temperature in Amsterdam be 15°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996725,highest-temperature-in-amsterdam-on-april-18-2026-16c,Will the highest temperature in Amsterdam be 16°C on April 18?,C,,,0.001,0.0,0.002,0.001,0.0,0.002,0.002
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996726,highest-temperature-in-amsterdam-on-april-18-2026-17c,Will the highest temperature in Amsterdam be 17°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996727,highest-temperature-in-amsterdam-on-april-18-2026-18c,Will the highest temperature in Amsterdam be 18°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996728,highest-temperature-in-amsterdam-on-april-18-2026-19c,Will the highest temperature in Amsterdam be 19°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 18?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-18-2026,1996729,highest-temperature-in-amsterdam-on-april-18-2026-20corhigher,Will the highest temperature in Amsterdam be 20°C or higher on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004065,highest-temperature-in-amsterdam-on-april-19-2026-10c,Will the highest temperature in Amsterdam be 10°C on April 19?,C,,,0.0065,0.003,0.01,0.0065,0.003,0.01,0.007
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004066,highest-temperature-in-amsterdam-on-april-19-2026-11c,Will the highest temperature in Amsterdam be 11°C on April 19?,C,,,0.0245,0.011,0.038,0.0245,0.011,0.038,0.027
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004067,highest-temperature-in-amsterdam-on-april-19-2026-12c,Will the highest temperature in Amsterdam be 12°C on April 19?,C,,,0.22,0.21,0.23,0.22,0.21,0.23,0.020000000000000018
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004068,highest-temperature-in-amsterdam-on-april-19-2026-13c,Will the highest temperature in Amsterdam be 13°C on April 19?,C,,,0.465,0.42,0.47,0.465,0.42,0.47,0.04999999999999999
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004069,highest-temperature-in-amsterdam-on-april-19-2026-14c,Will the highest temperature in Amsterdam be 14°C on April 19?,C,,,0.25,0.2,0.26,0.25,0.2,0.26,0.06
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004070,highest-temperature-in-amsterdam-on-april-19-2026-15c,Will the highest temperature in Amsterdam be 15°C on April 19?,C,,,0.075,0.06,0.09,0.075,0.06,0.09,0.03
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004071,highest-temperature-in-amsterdam-on-april-19-2026-16c,Will the highest temperature in Amsterdam be 16°C on April 19?,C,,,0.0105,0.007,0.014,0.0105,0.007,0.014,0.007
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004072,highest-temperature-in-amsterdam-on-april-19-2026-17c,Will the highest temperature in Amsterdam be 17°C on April 19?,C,,,0.0085,0.008,0.009,0.0085,0.008,0.009,0.0009999999999999992
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004073,highest-temperature-in-amsterdam-on-april-19-2026-18corhigher,Will the highest temperature in Amsterdam be 18°C or higher on April 19?,C,,,0.004,0.002,0.006,0.004,0.002,0.006,0.004
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004063,highest-temperature-in-amsterdam-on-april-19-2026-8corbelow,Will the highest temperature in Amsterdam be 8°C or below on April 19?,C,,,0.002,0.001,0.002,0.002,0.001,0.002,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 19?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-19-2026,2004064,highest-temperature-in-amsterdam-on-april-19-2026-9c,Will the highest temperature in Amsterdam be 9°C on April 19?,C,,,0.003,0.002,0.003,0.003,0.002,0.003,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011477,highest-temperature-in-amsterdam-on-april-20-2026-10c,Will the highest temperature in Amsterdam be 10°C on April 20?,C,,,0.11,0.09,0.13,0.11,0.09,0.13,0.04000000000000001
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011478,highest-temperature-in-amsterdam-on-april-20-2026-11c,Will the highest temperature in Amsterdam be 11°C on April 20?,C,,,0.255,0.25,0.26,0.255,0.25,0.26,0.010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011479,highest-temperature-in-amsterdam-on-april-20-2026-12c,Will the highest temperature in Amsterdam be 12°C on April 20?,C,,,0.375,0.37,0.38,0.375,0.37,0.38,0.010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011480,highest-temperature-in-amsterdam-on-april-20-2026-13c,Will the highest temperature in Amsterdam be 13°C on April 20?,C,,,0.15,0.14,0.16,0.15,0.14,0.16,0.01999999999999999
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011481,highest-temperature-in-amsterdam-on-april-20-2026-14c,Will the highest temperature in Amsterdam be 14°C on April 20?,C,,,0.055,0.04,0.07,0.055,0.04,0.07,0.030000000000000006
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011482,highest-temperature-in-amsterdam-on-april-20-2026-15c,Will the highest temperature in Amsterdam be 15°C on April 20?,C,,,0.0415,0.02,0.063,0.0415,0.02,0.063,0.043
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011483,highest-temperature-in-amsterdam-on-april-20-2026-16c,Will the highest temperature in Amsterdam be 16°C on April 20?,C,,,0.0065,0.004,0.009,0.0065,0.004,0.009,0.004999999999999999
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011484,highest-temperature-in-amsterdam-on-april-20-2026-17c,Will the highest temperature in Amsterdam be 17°C on April 20?,C,,,0.0045,0.004,0.006,0.0045,0.004,0.006,0.002
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011485,highest-temperature-in-amsterdam-on-april-20-2026-18corhigher,Will the highest temperature in Amsterdam be 18°C or higher on April 20?,C,,,0.004,0.002,0.006,0.004,0.002,0.006,0.004
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011475,highest-temperature-in-amsterdam-on-april-20-2026-8corbelow,Will the highest temperature in Amsterdam be 8°C or below on April 20?,C,,,0.0065,0.004,0.009,0.0065,0.004,0.009,0.004999999999999999
2026-04-18T21:06:37+00:00,Highest temperature in Amsterdam on April 20?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-20-2026,2011476,highest-temperature-in-amsterdam-on-april-20-2026-9c,Will the highest temperature in Amsterdam be 9°C on April 20?,C,,,0.0225,0.012,0.033,0.0225,0.012,0.033,0.021
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996422,highest-temperature-in-ankara-on-april-18-2026-12corbelow,Will the highest temperature in Ankara be 12°C or below on April 18?,C,,,,,,,,,
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996423,highest-temperature-in-ankara-on-april-18-2026-13c,Will the highest temperature in Ankara be 13°C on April 18?,C,,,0.001,0.0,0.002,0.001,0.0,0.002,0.002
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996424,highest-temperature-in-ankara-on-april-18-2026-14c,Will the highest temperature in Ankara be 14°C on April 18?,C,,,0.9995,0.999,1.0,0.9995,0.999,1.0,0.0010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996425,highest-temperature-in-ankara-on-april-18-2026-15c,Will the highest temperature in Ankara be 15°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996426,highest-temperature-in-ankara-on-april-18-2026-16c,Will the highest temperature in Ankara be 16°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996427,highest-temperature-in-ankara-on-april-18-2026-17c,Will the highest temperature in Ankara be 17°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996428,highest-temperature-in-ankara-on-april-18-2026-18c,Will the highest temperature in Ankara be 18°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996429,highest-temperature-in-ankara-on-april-18-2026-19c,Will the highest temperature in Ankara be 19°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996430,highest-temperature-in-ankara-on-april-18-2026-20c,Will the highest temperature in Ankara be 20°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996431,highest-temperature-in-ankara-on-april-18-2026-21c,Will the highest temperature in Ankara be 21°C on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 18?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-18-2026,1996432,highest-temperature-in-ankara-on-april-18-2026-22corhigher,Will the highest temperature in Ankara be 22°C or higher on April 18?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003772,highest-temperature-in-ankara-on-april-19-2026-10c,Will the highest temperature in Ankara be 10°C on April 19?,C,,,0.0565,0.048,0.065,0.0565,0.048,0.065,0.017
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003773,highest-temperature-in-ankara-on-april-19-2026-11c,Will the highest temperature in Ankara be 11°C on April 19?,C,,,0.205,0.2,0.21,0.205,0.2,0.21,0.009999999999999981
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003774,highest-temperature-in-ankara-on-april-19-2026-12c,Will the highest temperature in Ankara be 12°C on April 19?,C,,,0.445,0.44,0.45,0.445,0.44,0.45,0.010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003775,highest-temperature-in-ankara-on-april-19-2026-13c,Will the highest temperature in Ankara be 13°C on April 19?,C,,,0.295,0.29,0.3,0.295,0.29,0.3,0.010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003776,highest-temperature-in-ankara-on-april-19-2026-14corhigher,Will the highest temperature in Ankara be 14°C or higher on April 19?,C,,,0.059,0.041,0.075,0.059,0.041,0.075,0.033999999999999996
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003766,highest-temperature-in-ankara-on-april-19-2026-4corbelow,Will the highest temperature in Ankara be 4°C or below on April 19?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003767,highest-temperature-in-ankara-on-april-19-2026-5c,Will the highest temperature in Ankara be 5°C on April 19?,C,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003768,highest-temperature-in-ankara-on-april-19-2026-6c,Will the highest temperature in Ankara be 6°C on April 19?,C,,,0.0025,0.002,0.003,0.0025,0.002,0.003,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003769,highest-temperature-in-ankara-on-april-19-2026-7c,Will the highest temperature in Ankara be 7°C on April 19?,C,,,0.0015,0.001,0.002,0.0015,0.001,0.002,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003770,highest-temperature-in-ankara-on-april-19-2026-8c,Will the highest temperature in Ankara be 8°C on April 19?,C,,,0.0045,0.004,0.005,0.0045,0.004,0.005,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 19?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-19-2026,2003771,highest-temperature-in-ankara-on-april-19-2026-9c,Will the highest temperature in Ankara be 9°C on April 19?,C,,,0.0085,0.008,0.009,0.0085,0.008,0.009,0.0009999999999999992
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011180,highest-temperature-in-ankara-on-april-20-2026-10c,Will the highest temperature in Ankara be 10°C on April 20?,C,,,0.008,0.007,0.009,0.008,0.007,0.009,0.001999999999999999
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011181,highest-temperature-in-ankara-on-april-20-2026-11c,Will the highest temperature in Ankara be 11°C on April 20?,C,,,0.0395,0.016,0.075,0.0395,0.016,0.075,0.059
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011182,highest-temperature-in-ankara-on-april-20-2026-12c,Will the highest temperature in Ankara be 12°C on April 20?,C,,,0.095,0.09,0.1,0.095,0.09,0.1,0.010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011183,highest-temperature-in-ankara-on-april-20-2026-13c,Will the highest temperature in Ankara be 13°C on April 20?,C,,,0.31,0.3,0.32,0.31,0.3,0.32,0.020000000000000018
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011184,highest-temperature-in-ankara-on-april-20-2026-14c,Will the highest temperature in Ankara be 14°C on April 20?,C,,,0.355,0.35,0.36,0.355,0.35,0.36,0.010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011185,highest-temperature-in-ankara-on-april-20-2026-15c,Will the highest temperature in Ankara be 15°C on April 20?,C,,,0.155,0.15,0.16,0.155,0.15,0.16,0.010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011186,highest-temperature-in-ankara-on-april-20-2026-16c,Will the highest temperature in Ankara be 16°C on April 20?,C,,,0.055,0.05,0.06,0.055,0.05,0.06,0.009999999999999995
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011187,highest-temperature-in-ankara-on-april-20-2026-17c,Will the highest temperature in Ankara be 17°C on April 20?,C,,,0.018,0.016,0.02,0.018,0.016,0.02,0.004
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011188,highest-temperature-in-ankara-on-april-20-2026-18corhigher,Will the highest temperature in Ankara be 18°C or higher on April 20?,C,,,0.007,0.005,0.009,0.007,0.005,0.009,0.003999999999999999
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011178,highest-temperature-in-ankara-on-april-20-2026-8corbelow,Will the highest temperature in Ankara be 8°C or below on April 20?,C,,,0.0035,0.003,0.004,0.0035,0.003,0.004,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Ankara on April 20?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-20-2026,2011179,highest-temperature-in-ankara-on-april-20-2026-9c,Will the highest temperature in Ankara be 9°C on April 20?,C,,,0.0055,0.005,0.006,0.0055,0.005,0.006,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996388,highest-temperature-in-atlanta-on-april-18-2026-75forbelow,Will the highest temperature in Atlanta be 75°F or below on April 18?,F,,,,,,,,,
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996398,highest-temperature-in-atlanta-on-april-18-2026-94forhigher,Will the highest temperature in Atlanta be 94°F or higher on April 18?,F,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996389,highest-temperature-in-atlanta-on-april-18-2026-76-77f,Will the highest temperature in Atlanta be between 76-77°F on April 18?,F,,,,,,,,,
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996390,highest-temperature-in-atlanta-on-april-18-2026-78-79f,Will the highest temperature in Atlanta be between 78-79°F on April 18?,F,,,,,,,,,
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996391,highest-temperature-in-atlanta-on-april-18-2026-80-81f,Will the highest temperature in Atlanta be between 80-81°F on April 18?,F,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996392,highest-temperature-in-atlanta-on-april-18-2026-82-83f,Will the highest temperature in Atlanta be between 82-83°F on April 18?,F,,,0.9255,0.921,0.93,0.9255,0.921,0.93,0.009000000000000008
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996393,highest-temperature-in-atlanta-on-april-18-2026-84-85f,Will the highest temperature in Atlanta be between 84-85°F on April 18?,F,,,0.06,0.05,0.07,0.06,0.05,0.07,0.020000000000000004
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996394,highest-temperature-in-atlanta-on-april-18-2026-86-87f,Will the highest temperature in Atlanta be between 86-87°F on April 18?,F,,,0.0035,0.002,0.005,0.0035,0.002,0.005,0.003
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996395,highest-temperature-in-atlanta-on-april-18-2026-88-89f,Will the highest temperature in Atlanta be between 88-89°F on April 18?,F,,,0.002,0.001,0.003,0.002,0.001,0.003,0.002
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996396,highest-temperature-in-atlanta-on-april-18-2026-90-91f,Will the highest temperature in Atlanta be between 90-91°F on April 18?,F,,,0.0015,0.001,0.002,0.0015,0.001,0.002,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 18?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-18-2026,1996397,highest-temperature-in-atlanta-on-april-18-2026-92-93f,Will the highest temperature in Atlanta be between 92-93°F on April 18?,F,,,0.002,0.0,0.004,0.002,0.0,0.004,0.004
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003733,highest-temperature-in-atlanta-on-april-19-2026-55forbelow,Will the highest temperature in Atlanta be 55°F or below on April 19?,F,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003743,highest-temperature-in-atlanta-on-april-19-2026-74forhigher,Will the highest temperature in Atlanta be 74°F or higher on April 19?,F,,,0.275,0.26,0.31,0.275,0.26,0.31,0.04999999999999999
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003734,highest-temperature-in-atlanta-on-april-19-2026-56-57f,Will the highest temperature in Atlanta be between 56-57°F on April 19?,F,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003735,highest-temperature-in-atlanta-on-april-19-2026-58-59f,Will the highest temperature in Atlanta be between 58-59°F on April 19?,F,,,0.0005,0.0,0.001,0.0005,0.0,0.001,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003736,highest-temperature-in-atlanta-on-april-19-2026-60-61f,Will the highest temperature in Atlanta be between 60-61°F on April 19?,F,,,0.0015,0.001,0.002,0.0015,0.001,0.002,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003737,highest-temperature-in-atlanta-on-april-19-2026-62-63f,Will the highest temperature in Atlanta be between 62-63°F on April 19?,F,,,0.0015,0.001,0.002,0.0015,0.001,0.002,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003738,highest-temperature-in-atlanta-on-april-19-2026-64-65f,Will the highest temperature in Atlanta be between 64-65°F on April 19?,F,,,0.0015,0.001,0.002,0.0015,0.001,0.002,0.001
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003739,highest-temperature-in-atlanta-on-april-19-2026-66-67f,Will the highest temperature in Atlanta be between 66-67°F on April 19?,F,,,0.0095,0.009,0.01,0.0095,0.009,0.01,0.0010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003740,highest-temperature-in-atlanta-on-april-19-2026-68-69f,Will the highest temperature in Atlanta be between 68-69°F on April 19?,F,,,0.065,0.06,0.07,0.065,0.06,0.07,0.010000000000000009
2026-04-18T21:06:37+00:00,Highest temperature in Atlanta on April 19?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-19-2026,2003741,highest-temperature-in-atlanta-on-april-19-2026-70-71f,Will the highest temperature in Atlanta be between 70-71°F on April 19?,F,,,0.355,0.33,0.36,0.355,0.33,0.36,0.02999999999999997
